CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,EstimatedSalary,Exited,,,,,,
15651022,Yost,480,Germany,Male,44,10,129609,5473,1,,,,,,
15586310,Ting,578,France,Male,30,4,169462,112187,0,,,,,,
15625524,Rowe,512,France,Male,40,5,0,146458,0,,,,,,
15755209,Fu,484,Spain,Female,35,7,133868,27286,0,,,,,,
15645248,Ho,510,France,Female,30,0,0,130553,0,,,,,,
15790355,Okechukwu,606,Germany,Male,36,5,190479,179352,0,,,,,,
15762615,Campbell,597,Spain,Female,40,8,101993,94774,0,,,,,,
15625426,Ashbolt,754,Germany,Female,55,3,161609,8081,1,,,,,,
15716334,Rozier,850,Spain,Female,45,2,122311,19483,0,,,,,,
15789669,Hsia,510,France,Male,65,2,0,48072,0,,,,,,
15621075,Ogbonnaya,778,Germany,Female,45,1,162150,174531,0,,,,,,
15810845,T'ang,636,France,Male,42,2,0,55471,0,,,,,,
15719377,Cocci,804,France,Female,50,4,0,8547,1,,,,,,
15654506,Chang,514,France,Male,32,8,0,95857,0,,,,,,
15771977,T'ao,730,France,Female,39,1,99011,194946,0,,,,,,
15708710,Ford,525,Spain,Female,37,0,0,131522,0,,,,,,
15726676,Marshall,616,Spain,Male,30,5,0,196109,0,,,,,,
15587421,Tsai,687,Germany,Female,34,7,111388,148565,0,,,,,,
15726931,Onwumelu,715,France,Female,41,8,56215,92983,1,,,,,,
15771086,Graham,512,France,Female,36,3,84328,17675,0,,,,,,
15756850,Golovanov,479,France,Male,40,1,0,114996,0,,,,,,
15702741,Potts,601,France,Male,32,8,93013,86957,0,,,,,,
15679200,Crawford,580,Spain,Male,29,9,61710,128078,0,,,,,,
15594815,Aleshire,807,France,Male,35,3,174790,600,0,,,,,,
15635905,Moran,616,Spain,Female,32,6,0,43001,0,,,,,,
15777892,Samsonova,721,Germany,Male,37,3,107721,158591,0,,,,,,
15656176,Jenkins,501,France,Male,57,10,0,47847,0,,,,,,
15811127,Volkov,521,France,Male,35,6,96424,10488,0,,,,,,
15604482,Chiemezie,850,Spain,Male,30,2,141040,5978,0,,,,,,
15622911,Jude,759,France,Male,42,4,105420,121409,0,,,,,,
15600974,He,516,Spain,Male,50,5,0,146146,1,,,,,,
15727868,Onuora,711,France,Female,38,2,129022,14375,1,,,,,,
15627801,Ginikanwa,512,Spain,Male,33,3,176667,94671,0,,,,,,
15773039,Ku,550,France,Male,37,3,0,179670,0,,,,,,
15755262,McDonald,608,Spain,Female,41,3,89764,199305,1,,,,,,
15679531,Collins,618,France,Male,34,5,134955,151954,0,,,,,,
15684181,Hackett,643,France,Male,45,5,0,142514,1,,,,,,
15612087,Dike,671,France,Male,45,2,106377,158265,0,,,,,,
15752047,Trevisano,689,Germany,Male,33,2,161815,169382,0,,,,,,
15624592,Tan,603,France,Male,31,8,0,169915,0,,,,,,
15573152,Glassman,620,France,Female,41,9,0,88852,0,,,,,,
15594917,Miller,676,France,Female,34,1,63095,40646,0,,,,,,
15785542,Kornilova,572,Germany,Male,26,4,118287,60427,0,,,,,,
15723488,Watson,668,Germany,Male,47,7,106854,157959,1,,,,,,
15680920,Marchesi,695,France,Male,46,7,49513,133007,0,,,,,,
15786308,Millar,730,Spain,Female,33,9,0,176577,0,,,,,,
15659366,Shih,807,France,Male,43,1,105799,34888,1,,,,,,
15774854,Fuller,592,France,Male,54,8,0,28738,1,,,,,,
15725311,Hay,726,France,Female,31,9,114722,98179,0,,,,,,
15787155,Yang,514,Spain,Male,30,7,0,125010,0,,,,,,
15727829,McIntyre,567,France,Male,42,2,0,167985,0,,,,,,
15733247,Stevenson,850,France,Male,33,10,0,4862,1,,,,,,
15568748,Poole,671,Germany,Male,45,6,99564,108872,1,,,,,,
15699029,Bagley,670,France,Male,37,4,170558,198253,0,,,,,,
15774393,Ch'ien,694,France,Female,30,9,0,26960,0,,,,,,
15676895,Cattaneo,547,Germany,Female,39,6,74596,85747,1,,,,,,
15637753,O'Sullivan,751,Germany,Male,50,2,96888,77206,1,,,,,,
15605461,Lucas,594,Germany,Female,29,3,130830,61049,0,,,,,,
15808473,Ringrose,673,France,Male,72,1,0,111981,0,,,,,,
15627000,Freeman,610,France,Male,40,0,0,62233,0,,,,,,
15787174,Sergeyev,512,France,Female,37,1,0,156105,0,,,,,,
15723886,Fiore,767,Germany,Male,20,3,119714,150135,0,,,,,,
15704769,Smith,585,France,Female,67,5,113979,93146,0,,,,,,
15772896,Dumetochukwu,763,Germany,Male,42,6,100161,33463,1,,,,,,
15711540,Pacheco,712,France,Female,29,2,0,144375,0,,,,,,
15764866,Synnot,539,Germany,Female,43,3,116221,55804,1,,,,,,
15794056,Johnston,668,France,Female,46,2,0,89048,1,,,,,,
15795149,Stevens,703,France,Male,28,2,81174,162812,0,,,,,,
15812009,Grant,662,Spain,Male,38,4,0,136260,0,,,,,,
15651001,Tsao,725,Germany,Female,39,5,116804,124053,0,,,,,,
15813844,Barnes,703,France,Male,37,8,105962,74159,0,,,,,,
15596175,McIntosh,659,Germany,Male,67,6,117412,45071,1,,,,,,
15576269,Madison,523,Spain,Male,34,7,0,62030,0,,,,,,
15797219,Ifesinachi,635,France,Female,40,10,123498,131953,1,,,,,,
15685500,Glazkov,772,Germany,Male,26,7,152401,79414,0,,,,,,
15599792,Dimauro,545,France,Female,26,1,0,199639,0,,,,,,
15657566,Wieck,634,Germany,Male,24,8,103098,157577,0,,,,,,
15772423,Liao,739,Germany,Male,54,8,126418,134421,1,,,,,,
15628112,Hughes,771,Germany,Female,36,5,77847,99806,0,,,,,,
15753754,Morrison,587,Spain,Female,34,1,0,97933,0,,,,,,
15793726,Matveyeva,681,France,Female,79,0,0,170969,0,,,,,,
15694717,Ku,544,Germany,Male,37,2,79732,57559,0,,,,,,
15665834,Cheatham,696,Spain,Male,28,8,0,176713,0,,,,,,
15765297,Yao,766,Spain,Male,41,0,0,34283,0,,,,,,
15636684,Kirkland,727,France,Male,34,10,0,198637,0,,,,,,
15592979,Rose,671,Germany,Female,34,6,37267,156917,0,,,,,,
15750803,Jess,693,France,Female,30,6,127992,50457,0,,,,,,
15607178,Welch,850,Germany,Male,38,3,54901,140076,0,,,,,,
15713853,Ifeajuna,732,Germany,Male,42,9,108748,65323,0,,,,,,
15673481,Morton,726,Spain,Female,48,6,99906,64323,0,,,,,,
15686776,Rossi,557,France,Female,32,6,184686,14956,0,,,,,,
15673693,Reppert,682,France,Female,26,0,110654,111879,0,,,,,,
15700696,Kang,738,Spain,Male,31,9,79020,18606,0,,,,,,
15813163,Ch'iu,531,Spain,Female,36,9,99241,123137,0,,,,,,
15653857,Wallis,498,France,Male,34,2,0,148528,0,,,,,,
15777076,Clark,651,France,Male,36,7,0,13898,0,,,,,,
15717398,Fielding,549,Spain,Female,39,7,0,81259,1,,,,,,
15799217,Zetticci,791,Germany,Female,35,7,52436,161052,0,,,,,,
15787071,Dulhunty,650,Spain,Male,41,9,0,191600,0,,,,,,
15619955,Bevington,733,Germany,Male,34,3,100338,48559,1,,,,,,
15796505,Boyle,811,Germany,Female,34,1,149297,186340,0,,,,,,
15725166,Newton,707,France,Male,30,8,0,33159,0,,,,,,
15800116,Bowman,712,Germany,Male,28,4,145605,93884,0,,,,,,
15758685,Dubinina,706,Spain,Female,37,7,0,110899,0,,,,,,
15694456,Toscani,756,France,Male,62,3,0,11199,1,,,,,,
15767339,Chiazagomekpere,777,France,Female,53,10,0,189993,0,,,,,,
15683562,Allen,646,France,Male,35,6,84027,164256,0,,,,,,
15782210,K'ung,714,France,Male,46,1,0,152168,1,,,,,,
15668893,Wilsmore,782,France,Male,39,8,0,33950,0,,,,,,
15669169,Hargreaves,775,Spain,Male,29,10,0,68144,0,,,,,,
15643024,Huang,479,Germany,Male,35,4,138719,47252,1,,,,,,
15699389,Ch'ien,807,France,Male,42,7,118275,25886,0,,,,,,
15708608,Wallwork,799,France,Female,22,8,174186,192634,0,,,,,,
15626144,Chu,675,France,Male,40,7,113209,34577,0,,,,,,
15573112,Kang,602,Spain,Male,29,5,103907,161230,0,,,,,,
15790678,Davidson,475,France,Female,32,8,119023,100816,0,,,,,,
15727556,O'Donnell,744,Spain,Female,26,5,166298,181694,0,,,,,,
15697307,Nnachetam,588,Spain,Male,34,10,0,79079,0,,,,,,
15652266,Chidiebele,703,Germany,Male,42,9,63227,137316,0,,,,,,
15607098,Ahmed,747,Spain,Female,41,5,94521,194927,0,,,,,,
15655774,Booth,583,France,Male,27,7,0,51285,0,,,,,,
15590241,Chuang,750,Spain,Female,34,9,112822,150402,1,,,,,,
15785819,Shao,681,France,Male,38,3,0,112492,0,,,,,,
15723654,Tsao,773,France,Male,25,2,135903,73656,0,,,,,,
15774510,Tien,714,France,Female,31,4,125169,106637,0,,,,,,
15684173,Chang,687,Spain,Female,44,7,0,155854,1,,,,,,
15650068,Johnson,511,France,Male,58,0,149117,162600,0,,,,,,
15811490,French,627,France,Male,33,5,0,103738,0,,,,,,
15803976,Efremov,694,France,Female,31,10,0,160990,0,,,,,,
15682541,Hartley,616,Spain,Female,36,6,132312,15463,0,,,,,,
15695699,Calabrese,687,France,Male,35,8,0,10334,0,,,,,,
15624188,Chiu,712,France,Female,33,6,0,190686,0,,,,,,
15812191,Brennan,553,France,Male,33,4,118083,94440,0,,,,,,
15636673,Onwuatuegwu,667,France,Male,31,1,119267,28258,0,,,,,,
15594898,Hewitt,731,France,Male,43,2,0,170035,1,,,,,,
15660211,Shih,629,Germany,Male,35,7,156847,31824,0,,,,,,
15773972,Balashov,614,France,Male,50,4,137104,127166,1,,,,,,
15746726,Doyle,438,Germany,Male,31,8,78399,44937,0,,,,,,
15712287,Pokrovskii,652,France,Female,80,4,0,188603,0,,,,,,
15702919,Collins,729,Germany,Male,30,6,63669,145111,0,,,,,,
15674398,Russo,642,France,Male,38,3,0,171464,0,,,,,,
15797960,Skinner,806,Germany,Female,59,0,135296,182823,0,,,,,,
15631868,Robertson,744,Spain,Male,36,2,153804,87213,0,,,,,,
15581539,Atkinson,474,Spain,Male,37,3,0,57175,0,,,,,,
15662736,Doyle,559,France,Male,49,2,147070,120541,1,,,,,,
15666252,Ritchie,706,Spain,Male,42,9,0,28714,0,,,,,,
15677512,McEncroe,628,Spain,Female,22,3,0,85426,0,,,,,,
15626114,Pearson,429,France,Male,24,4,95742,46171,0,,,,,,
15810834,Gordon,525,Spain,Female,57,2,145965,64448,0,,,,,,
15678910,Ts'ai,680,France,Female,30,8,141442,16279,0,,,,,,
15694408,Lung,749,France,Male,40,1,139290,182855,1,,,,,,
15585215,Yuan,763,France,Female,31,4,0,50405,0,,,,,,
15682757,Pardey,734,France,Male,30,3,0,107640,0,,,,,,
15736601,Tai,716,France,Male,35,4,144429,134133,0,,,,,,
15601848,Scott,594,France,Male,35,2,0,103481,0,,,,,,
15736008,Hunter,644,France,Female,46,9,95441,108761,1,,,,,,
15669064,Mazzanti,671,Germany,Male,35,1,144849,179012,0,,,,,,
15624528,L?,664,Germany,Male,26,7,116244,95145,0,,,,,,
15598493,Beach,656,France,Male,50,7,0,72143,0,,,,,,
15601274,Hsieh,667,Spain,Female,40,1,146502,19163,0,,,,,,
15702669,Faulkner,663,Germany,Male,44,2,117029,144680,0,,,,,,
15728669,Knowles,584,Germany,Female,30,8,112014,177772,1,,,,,,
15742668,Day,626,Spain,Female,37,6,108269,5598,0,,,,,,
15697441,Hsueh,485,France,Male,29,7,182124,116829,1,,,,,,
15740476,Tsao,659,Germany,Female,32,3,150924,174653,0,,,,,,
15648064,Kennedy,649,France,Male,33,2,0,2011,0,,,,,,
15636624,Nwabugwu,805,Spain,Female,39,5,165272,14110,1,,,,,,
15807923,Young,716,Germany,Female,39,10,115301,43527,1,,,,,,
15745844,Kerr,642,Germany,Female,40,6,129502,86099,1,,,,,,
15786170,Tien,659,France,Male,31,4,118342,161574,0,,,,,,
15681081,Marrero,545,Spain,Female,47,5,0,38970,0,,,,,,
15684484,White,543,France,Male,22,8,0,127587,0,,,,,,
15785869,Pisano,718,France,Female,25,7,0,30380,0,,,,,,
15763859,Brown,840,France,Female,43,7,0,90909,0,,,,,,
15658935,Freeman,630,Germany,Female,34,9,106937,138275,0,,,,,,
15747358,Russell,643,Germany,Male,59,3,170331,32172,0,,,,,,
15735203,Seleznyov,654,Germany,Female,32,1,114511,126143,0,,,,,,
15576256,Yusupova,582,France,Male,39,5,0,129893,0,,,,,,
15659420,Foley,659,Spain,Male,32,3,107594,102417,0,,,,,,
15593365,Shih,762,Spain,Male,39,2,81273,18720,0,,,,,,
15777352,Ikedinachukwu,568,Spain,Female,32,7,169400,61936,0,,,,,,
15812007,Power,670,Spain,Male,25,6,0,78359,0,,,,,,
15625461,Amos,613,France,Female,45,1,187842,147224,0,,,,,,
15739438,Reed,539,France,Male,30,0,0,160980,0,,,,,,
15611759,Simmons,850,Spain,Female,57,8,126776,132298,0,,,,,,
15661629,Ricci,522,Spain,Male,34,9,126436,174249,1,,,,,,
15633950,Yen,737,France,Male,41,1,101961,123547,0,,,,,,
15592386,Campbell,520,France,Male,58,3,0,32790,0,,,,,,
15803716,West,706,Spain,Male,28,3,0,181544,0,,,,,,
15696674,Robinson,643,Germany,Female,45,2,150843,2320,1,,,,,,
15706365,Bianchi,648,France,Female,50,9,102536,189543,0,,,,,,
15745088,Chen,443,Germany,Female,29,9,99028,10940,0,,,,,,
15676715,Madukaego,640,France,Male,68,9,0,199493,0,,,,,,
15613085,Ibrahimova,628,Spain,Female,33,3,0,188193,0,,,,,,
15633537,Nolan,540,Germany,Female,42,9,87271,172573,0,,,,,,
15594720,Scott,460,Germany,Female,35,8,102743,189340,0,,,,,,
15684042,Blair,636,Germany,Male,34,2,40106,53512,0,,,,,,
15583303,Monaldo,593,France,Female,29,2,152265,34004,0,,,,,,
15611579,Sutherland,801,Spain,Male,42,4,141948,10598,0,,,,,,
15774696,Cole,640,Germany,Female,75,1,106308,113429,0,,,,,,
15694506,Briggs,611,Germany,Male,31,0,107885,183488,0,,,,,,
15688074,Gregory,802,Germany,Male,31,1,125014,187658,0,,,,,,
15759537,Bianchi,717,Germany,Male,35,7,58469,172459,0,,,,,,
15758449,Angelo,769,France,Female,39,8,0,21016,0,,,,,,
15583456,Gardiner,745,Germany,Male,45,10,117232,122381,1,,,,,,
15667871,Kerr,572,Spain,Male,35,4,152390,128124,0,,,,,,
15677371,Ko,629,Spain,Female,30,2,34014,19571,0,,,,,,
15629677,Distefano,687,Spain,Female,39,2,0,188151,1,,,,,,
15713578,Farrell,483,France,Female,50,9,0,111020,0,,,,,,
15591509,Milano,690,France,Male,36,7,101583,123775,0,,,,,,
15568240,Ting,492,Germany,Female,30,10,77169,146700,0,,,,,,
15622993,Boyd,709,Germany,Male,28,8,124696,145251,0,,,,,,
15689294,Onyemaechi,705,Germany,Male,44,3,105935,82464,0,,,,,,
15720910,Black,560,France,Female,66,9,0,15928,0,,,,,,
15721181,Oliver,611,Spain,Male,46,6,0,45886,0,,,,,,
15776433,Greco,730,Spain,Male,62,2,0,186490,0,,,,,,
15748936,Whitehead,709,Spain,Female,45,2,0,162923,0,,,,,,
15717225,Ikemefuna,544,France,Female,21,10,161526,9263,0,,,,,,
